source_image,patch_file,idx,cx,cy,score,win,patch_x0,patch_y0,patch_x1,patch_y1
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__053__cx1575_cy1716__s0.4718__win28.jpg,53,1575,1716,0.47176150278821855,28,1443,1584,1708,1849
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__054__cx2684_cy1273__s0.4710__win28.jpg,54,2684,1273,0.47102693095980763,28,2552,1141,2817,1406
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__055__cx83_cy224__s0.4708__win28.jpg,55,83,224,0.4707597560856227,28,-49,92,216,357
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__056__cx1273_cy1756__s0.4707__win28.jpg,56,1273,1756,0.47070289811068905,28,1141,1624,1406,1889
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__057__cx2059_cy426__s0.4705__win28.jpg,57,2059,426,0.4705328800880564,28,1927,294,2192,559
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__058__cx1736_cy1736__s0.4689__win28.jpg,58,1736,1736,0.46893009970056865,28,1604,1604,1869,1869
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__059__cx265_cy244__s0.4668__win28.jpg,59,265,244,0.46680794770731826,28,133,112,398,377
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__060__cx38_cy607__s0.4668__win28.jpg,60,38,607,0.46675987895138477,28,-94,475,171,740
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__061__cx23_cy547__s0.4661__win28.jpg,61,23,547,0.4661327915982461,28,-109,415,156,680
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__062__cx2664_cy1252__s0.4653__win28.jpg,62,2664,1252,0.4653461506698351,28,2532,1120,2797,1385
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__063__cx1011_cy426__s0.4636__win28.jpg,63,1011,426,0.4635549635164305,28,879,294,1144,559
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__064__cx527_cy2583__s0.4631__win28.jpg,64,527,2583,0.46309273887951047,28,395,2451,660,2716
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__065__cx18_cy627__s0.4600__win28.jpg,65,18,627,0.45999581861365074,28,-114,495,151,760
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__066__cx2684_cy1333__s0.4598__win28.jpg,66,2684,1333,0.4598454846186894,28,2552,1201,2817,1466
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__067__cx98_cy486__s0.4584__win28.jpg,67,98,486,0.4583765280579205,28,-34,354,231,619
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__068__cx426_cy2301__s0.4559__win28.jpg,68,426,2301,0.4558629850822635,28,294,2169,559,2434
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__069__cx38_cy527__s0.4558__win28.jpg,69,38,527,0.45575470902081605,28,-94,395,171,660
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__070__cx58_cy1676__s0.4557__win28.jpg,70,58,1676,0.45571436768111484,28,-74,1544,191,1809
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__071__cx688_cy179__s0.4553__win28.jpg,71,688,179,0.45527435768318586,28,556,47,821,312
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__072__cx890_cy2442__s0.4549__win28.jpg,72,890,2442,0.4549494144306132,28,758,2310,1023,2575
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__073__cx1071_cy426__s0.4549__win28.jpg,73,1071,426,0.45485323341267747,28,939,294,1204,559
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__074__cx2744_cy1333__s0.4538__win28.jpg,74,2744,1333,0.45376182687220884,28,2612,1201,2877,1466
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__075__cx78_cy507__s0.4478__win28.jpg,75,78,507,0.4477505369928219,28,-54,375,211,640
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__076__cx305_cy2583__s0.4465__win28.jpg,76,305,2583,0.4464836293203307,28,173,2451,438,2716
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__077__cx2704_cy1373__s0.4457__win28.jpg,77,2704,1373,0.44571100159881005,28,2572,1241,2837,1506
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__078__cx970_cy2643__s0.4454__win28.jpg,78,970,2643,0.4454058661709123,28,838,2511,1103,2776
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__079__cx103_cy2523__s0.4452__win28.jpg,79,103,2523,0.4451696075949538,28,-29,2391,236,2656
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__080__cx3329_cy486__s0.4451__win28.jpg,80,3329,486,0.4451195845108656,28,3197,354,3462,619
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__081__cx1535_cy446__s0.4449__win28.jpg,81,1535,446,0.44492488662056817,28,1403,314,1668,579
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__082__cx2482_cy1555__s0.4443__win28.jpg,82,2482,1555,0.4443362288252124,28,2350,1423,2615,1688
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__083__cx103_cy567__s0.4440__win28.jpg,83,103,567,0.4439939867072226,28,-29,435,236,700
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__084__cx365_cy365__s0.4436__win28.jpg,84,365,365,0.44364908740476056,28,233,233,498,498
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__085__cx2704_cy1071__s0.4435__win28.jpg,85,2704,1071,0.44353178568123053,28,2572,939,2837,1204
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__086__cx2381_cy406__s0.4435__win28.jpg,86,2381,406,0.4434521775877111,28,2249,274,2514,539
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__087__cx1373_cy2583__s0.4433__win28.jpg,87,1373,2583,0.44332633548055544,28,1241,2451,1506,2716
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__088__cx164_cy224__s0.4431__win28.jpg,88,164,224,0.44314302239101877,28,32,92,297,357
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__089__cx1373_cy2643__s0.4413__win28.jpg,89,1373,2643,0.441256854534109,28,1241,2511,1506,2776
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__090__cx325_cy244__s0.4412__win28.jpg,90,325,244,0.44116285176207204,28,193,112,458,377
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__091__cx83_cy2281__s0.4405__win28.jpg,91,83,2281,0.440535601237417,28,-49,2149,216,2414
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__092__cx466_cy38__s0.4394__win28.jpg,92,466,38,0.43943221515406666,28,334,-94,599,171
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__093__cx365_cy244__s0.4391__win28.jpg,93,365,244,0.4391053991424667,28,233,112,498,377
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__094__cx2139_cy2643__s0.4382__win28.jpg,94,2139,2643,0.43815117266581444,28,2007,2511,2272,2776
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__095__cx2845_cy2402__s0.4379__win28.jpg,95,2845,2402,0.4379147889837739,28,2713,2270,2978,2535
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__096__cx3349_cy466__s0.4373__win28.jpg,96,3349,466,0.43732393686888954,28,3217,334,3482,599
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__097__cx1635_cy345__s0.4360__win28.jpg,97,1635,345,0.4360498587657096,28,1503,213,1768,478
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__098__cx2684_cy1091__s0.4358__win28.jpg,98,2684,1091,0.4357662733652944,28,2552,959,2817,1224
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__099__cx2865_cy2381__s0.4355__win28.jpg,99,2865,2381,0.43548848618678704,28,2733,2249,2998,2514
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__100__cx219_cy2523__s0.4353__win28.jpg,100,219,2523,0.43528487687228723,28,87,2391,352,2656
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__101__cx2099_cy728__s0.4349__win28.jpg,101,2099,728,0.434896774933955,28,1967,596,2232,861
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__102__cx123_cy224__s0.4342__win28.jpg,102,123,224,0.43416638061472396,28,-9,92,256,357
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__103__cx63_cy2402__s0.4332__win28.jpg,103,63,2402,0.43318029360942484,28,-69,2270,196,2535
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__104__cx2724_cy1273__s0.4326__win28.jpg,104,2724,1273,0.4325617164966588,28,2592,1141,2857,1406
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__105__cx486_cy265__s0.4318__win28.jpg,105,486,265,0.43181790443728435,28,354,133,619,398
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__106__cx486_cy2301__s0.4309__win28.jpg,106,486,2301,0.4308634590047941,28,354,2169,619,2434
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__107__cx1898_cy139__s0.4308__win28.jpg,107,1898,139,0.43078968187321,28,1766,7,2031,272
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__108__cx2543_cy849__s0.4306__win28.jpg,108,2543,849,0.43058900219542456,28,2411,717,2676,982
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__109__cx1353_cy2664__s0.4306__win28.jpg,109,1353,2664,0.4305585048593107,28,1221,2532,1486,2797
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__110__cx224_cy239__s0.4304__win28.jpg,110,224,239,0.43044482655910876,28,92,107,357,372
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__111__cx184_cy507__s0.4304__win28.jpg,111,184,507,0.43042666680713837,28,52,375,317,640
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__112__cx1394_cy406__s0.4302__win28.jpg,112,1394,406,0.43018102525602514,28,1262,274,1527,539
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__113__cx2805_cy1152__s0.4301__win28.jpg,113,2805,1152,0.4301404689851299,28,2673,1020,2938,1285
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__114__cx2543_cy2543__s0.4295__win28.jpg,114,2543,2543,0.4294720667370876,28,2411,2411,2676,2676
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__115__cx466_cy285__s0.4278__win28.jpg,115,466,285,0.42781005684250795,28,334,153,599,418
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__116__cx3309_cy507__s0.4259__win28.jpg,116,3309,507,0.4259474139503111,28,3177,375,3442,640
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__117__cx466_cy2321__s0.4257__win28.jpg,117,466,2321,0.4257381743299381,28,334,2189,599,2454
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__118__cx1394_cy2623__s0.4257__win28.jpg,118,1394,2623,0.42572315502738717,28,1262,2491,1527,2756
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__119__cx123_cy2260__s0.4255__win28.jpg,119,123,2260,0.4254827763955859,28,-9,2128,256,2393
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__120__cx2301_cy244__s0.4253__win28.jpg,120,2301,244,0.4252883338421024,28,2169,112,2434,377
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__121__cx547_cy38__s0.4249__win28.jpg,121,547,38,0.4249011970556871,28,415,-94,680,171
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__122__cx2744_cy1091__s0.4249__win28.jpg,122,2744,1091,0.4248838352048292,28,2612,959,2877,1224
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__123__cx199_cy2482__s0.4243__win28.jpg,123,199,2482,0.4242562623475304,28,67,2350,332,2615
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__124__cx2119_cy2664__s0.4240__win28.jpg,124,2119,2664,0.42402577195832664,28,1987,2532,2252,2797
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__125__cx1797_cy2684__s0.4236__win28.jpg,125,1797,2684,0.4235560118324632,28,1665,2552,1930,2817
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__126__cx144_cy527__s0.4236__win28.jpg,126,144,527,0.4235540319428299,28,12,395,277,660
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__127__cx2160_cy244__s0.4234__win28.jpg,127,2160,244,0.4234122437756924,28,2028,112,2293,377
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__128__cx123_cy547__s0.4229__win28.jpg,128,123,547,0.42285102360699633,28,-9,415,256,680
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__129__cx688_cy2603__s0.4224__win28.jpg,129,688,2603,0.4223762751665585,28,556,2471,821,2736
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__130__cx648_cy2462__s0.4224__win28.jpg,130,648,2462,0.42236720596395766,28,516,2330,781,2595
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__131__cx3369_cy446__s0.4220__win28.jpg,131,3369,446,0.42203936301954237,28,3237,314,3502,579
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__132__cx103_cy244__s0.4219__win28.jpg,132,103,244,0.421880912082682,28,-29,112,236,377
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__133__cx2805_cy2260__s0.4218__win28.jpg,133,2805,2260,0.42176657120586386,28,2673,2128,2938,2393
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__134__cx527_cy2301__s0.4213__win28.jpg,134,527,2301,0.42126240631587747,28,395,2169,660,2434
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__135__cx2764_cy2019__s0.4208__win28.jpg,135,2764,2019,0.42081807641144764,28,2632,1887,2897,2152
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__136__cx2422_cy2422__s0.4206__win28.jpg,136,2422,2422,0.42058246041005243,28,2290,2290,2555,2555
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__137__cx2785_cy2180__s0.4204__win28.jpg,137,2785,2180,0.42038487361652416,28,2653,2048,2918,2313
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__138__cx2502_cy1535__s0.4202__win28.jpg,138,2502,1535,0.42022779614763067,28,2370,1403,2635,1668
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__139__cx2785_cy1212__s0.4197__win28.jpg,139,2785,1212,0.419726163747052,28,2653,1080,2918,1345
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__140__cx260_cy2281__s0.4197__win28.jpg,140,260,2281,0.41970438477102046,28,128,2149,393,2414
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__141__cx305_cy406__s0.4194__win28.jpg,141,305,406,0.41942118467918643,28,173,274,438,539
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__142__cx2563_cy910__s0.4193__win28.jpg,142,2563,910,0.4193363636726753,28,2431,778,2696,1043
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__143__cx3389_cy426__s0.4193__win28.jpg,143,3389,426,0.41928916218237955,28,3257,294,3522,559
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__144__cx708_cy159__s0.4186__win28.jpg,144,708,159,0.4185906860055005,28,576,27,841,292
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__145__cx849_cy2482__s0.4186__win28.jpg,145,849,2482,0.41856730329199543,28,717,2350,982,2615
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__146__cx1595_cy1696__s0.4184__win28.jpg,146,1595,1696,0.4184244573562372,28,1463,1564,1728,1829
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__147__cx1454_cy2603__s0.4176__win28.jpg,147,1454,2603,0.41762964167027705,28,1322,2471,1587,2736
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__148__cx3168_cy1494__s0.4175__win28.jpg,148,3168,1494,0.4174561247756436,28,3036,1362,3301,1627
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__149__cx204_cy224__s0.4174__win28.jpg,149,204,224,0.4173866209155327,28,72,92,337,357
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__150__cx890_cy179__s0.4170__win28.jpg,150,890,179,0.4170347451778245,28,758,47,1023,312
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__151__cx869_cy2422__s0.4170__win28.jpg,151,869,2422,0.4169813439966924,28,737,2290,1002,2555
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__152__cx2301_cy789__s0.4169__win28.jpg,152,2301,789,0.4168580920306628,28,2169,657,2434,922
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__153__cx2079_cy406__s0.4165__win28.jpg,153,2079,406,0.4164698843206954,28,1947,274,2212,539
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__154__cx2422_cy2381__s0.4163__win28.jpg,154,2422,2381,0.4162668355982383,28,2290,2249,2555,2514
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__155__cx627_cy2301__s0.4158__win28.jpg,155,627,2301,0.41584133905571663,28,495,2169,760,2434
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__156__cx2845_cy2301__s0.4155__win28.jpg,156,2845,2301,0.41553489605344845,28,2713,2169,2978,2434
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__157__cx2664_cy1353__s0.4155__win28.jpg,157,2664,1353,0.41547950060643024,28,2532,1221,2797,1486
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__158__cx466_cy2603__s0.4153__win28.jpg,158,466,2603,0.4153311297254167,28,334,2471,599,2736
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__159__cx567_cy2301__s0.4150__win28.jpg,159,567,2301,0.4149681546682027,28,435,2169,700,2434
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__160__cx386_cy345__s0.4149__win28.jpg,160,386,345,0.4149289641581049,28,254,213,519,478
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__161__cx2906_cy2543__s0.4148__win28.jpg,161,2906,2543,0.414836433772609,28,2774,2411,3039,2676
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__162__cx2785_cy2139__s0.4147__win28.jpg,162,2785,2139,0.414749909723979,28,2653,2007,2918,2272
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__163__cx144_cy244__s0.4147__win28.jpg,163,144,244,0.414733491547599,28,12,112,277,377
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__164__cx2684_cy1232__s0.4145__win28.jpg,164,2684,1232,0.41446894812297275,28,2552,1100,2817,1365
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__165__cx2502_cy849__s0.4140__win28.jpg,165,2502,849,0.41399490782387055,28,2370,717,2635,982
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__166__cx2885_cy2442__s0.4139__win28.jpg,166,2885,2442,0.41389756731408106,28,2753,2310,3018,2575
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__167__cx2643_cy1212__s0.4134__win28.jpg,167,2643,1212,0.413424991897409,28,2511,1080,2776,1345
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__168__cx224_cy446__s0.4131__win28.jpg,168,224,446,0.4130890492667706,28,92,314,357,579
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__169__cx224_cy2281__s0.4129__win28.jpg,169,224,2281,0.4128957979936512,28,92,2149,357,2414
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__170__cx2643_cy1373__s0.4128__win28.jpg,170,2643,1373,0.4128348024898854,28,2511,1241,2776,1506
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__171__cx1898_cy486__s0.4128__win28.jpg,171,1898,486,0.41277731939793505,28,1766,354,2031,619
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__172__cx2764_cy1978__s0.4124__win28.jpg,172,2764,1978,0.41236907597198486,28,2632,1846,2897,2111
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__173__cx3430_cy406__s0.4123__win28.jpg,173,3430,406,0.4123368957739918,28,3298,274,3563,539
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__174__cx345_cy426__s0.4123__win28.jpg,174,345,426,0.41231335608274067,28,213,294,478,559
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__175__cx1777_cy2744__s0.4120__win28.jpg,175,1777,2744,0.4120234613567657,28,1645,2612,1910,2877
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__176__cx204_cy466__s0.4118__win28.jpg,176,204,466,0.41176143506185225,28,72,334,337,599
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__177__cx2563_cy950__s0.4115__win28.jpg,177,2563,950,0.41150936370244867,28,2431,818,2696,1083
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__178__cx1716_cy2744__s0.4115__win28.jpg,178,1716,2744,0.41146418340071556,28,1584,2612,1849,2877
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__179__cx1474_cy2583__s0.4113__win28.jpg,179,1474,2583,0.41127134105660856,28,1342,2451,1607,2716
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__180__cx1736_cy1777__s0.4112__win28.jpg,180,1736,1777,0.4112256089034852,28,1604,1645,1869,1910
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__181__cx2744_cy1898__s0.4112__win28.jpg,181,2744,1898,0.41120516326302026,28,2612,1766,2877,2031
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__182__cx123_cy2543__s0.4110__win28.jpg,182,123,2543,0.4110184118326985,28,-9,2411,256,2676
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__183__cx910_cy2724__s0.4108__win28.jpg,183,910,2724,0.41077094606774717,28,778,2592,1043,2857
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__184__cx2825_cy1111__s0.4106__win28.jpg,184,2825,1111,0.41057784474706555,28,2693,979,2958,1244
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__185__cx869_cy2643__s0.4106__win28.jpg,185,869,2643,0.4105595526641358,28,737,2511,1002,2776
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__186__cx446_cy2281__s0.4105__win28.jpg,186,446,2281,0.4105468491818841,28,314,2149,579,2414
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__187__cx708_cy2301__s0.4105__win28.jpg,187,708,2301,0.4105375555923142,28,576,2169,841,2434
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__188__cx3248_cy627__s0.4103__win28.jpg,188,3248,627,0.41030911501558737,28,3116,495,3381,760
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__189__cx2825_cy2341__s0.4099__win28.jpg,189,2825,2341,0.4098831608085013,28,2693,2209,2958,2474
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__190__cx728_cy2603__s0.4099__win28.jpg,190,728,2603,0.4098777413524553,28,596,2471,861,2736
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__191__cx2805_cy1273__s0.4098__win28.jpg,191,2805,1273,0.4098038318731325,28,2673,1141,2938,1406
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__192__cx3147_cy1595__s0.4097__win28.jpg,192,3147,1595,0.4096691589417147,28,3015,1463,3280,1728
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__193__cx2744_cy1857__s0.4096__win28.jpg,193,2744,1857,0.4096399278811903,28,2612,1725,2877,1990
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__194__cx300_cy2361__s0.4094__win28.jpg,194,300,2361,0.4093952139570592,28,168,2229,433,2494
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__195__cx345_cy2281__s0.4093__win28.jpg,195,345,2281,0.409258595767042,28,213,2149,478,2414
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__196__cx325_cy386__s0.4092__win28.jpg,196,325,386,0.40915562070815964,28,193,254,458,519
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__197__cx3551_cy426__s0.4088__win28.jpg,197,3551,426,0.40884178063342924,28,3419,294,3684,559
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__198__cx1857_cy2744__s0.4087__win28.jpg,198,1857,2744,0.4087279781418372,28,1725,2612,1990,2877
data/raw/IMG_8510.jpeg,data/interim/roi_dump_c2f/patches/IMG_8510__199__cx829_cy118__s0.4084__win28.jpg,199,829,118,0.4084092772237461,28,697,-14,962,251
